Round,Game,Team1,Team2,Rating1,Rating2
1,1,Gonzaga,Norfolk State,2269.9399887456057,1699.9889633397872
1,2,Oklahoma,Missouri,1678.5095957097078,1661.608106675134
1,3,Creighton,UC Santa Barbara,1797.1808641324942,2013.053805848874
1,4,Virginia,Ohio,1887.0632979891525,2015.1167664154225
1,5,Southern California,Drake,1867.656901369908,1785.2487633736787
1,6,Kansas,Eastern Washington,2008.3283805978301,1974.6644610114981
1,7,Oregon,Virginia Commonwealth,1911.465070959991,1851.7331414131497
1,8,Iowa,Grand Canyon,2009.140005725008,1965.8976740710116
1,9,Michigan,Texas Southern,2015.7304909659883,1841.5081655590814
1,10,Louisiana State,St. Bonaventure,1987.614290824885,2017.6533018140715
1,11,Colorado,Georgetown,2021.9551869290215,1988.2004724919027
1,12,Florida State,UNC Greensboro,1778.0800278974318,1982.3177118742374
1,13,Brigham Young,UCLA,1992.260926722496,1691.8992626774404
1,14,Texas,Abilene Christian,1944.3174091360877,2001.0289979306176
1,15,Connecticut,Maryland,1912.056409532616,1821.3254519777786
1,16,Alabama,Iona,2078.923423336387,1788.1713844459803
1,17,Baylor,Hartford,2048.8215149282332,1736.475481704623
1,18,North Carolina,Wisconsin,1890.7045688127096,1690.2947738291275
1,19,Villanova,Winthrop,1795.2067453714976,1997.4985597289647
1,20,Purdue,North Texas,1847.534477683733,1958.4387501252766
1,21,Texas Tech,Utah State,1787.2759847364491,2013.7782730116528
1,22,Arkansas,Colgate,2016.0400238487987,1979.6049976308007
1,23,Florida,Virginia Tech,1682.2062716000844,1671.1661586585144
1,24,Ohio State,Oral Roberts,1952.7131246893189,1744.6751697227312
1,25,Illinois,Drexel,2232.0782098191244,1767.2541443232024
1,26,Loyola (IL),Georgia Tech,2106.4844287478445,1985.6197973694736
1,27,Tennessee,Oregon State,1821.9668767800654,1980.671183549912
1,28,Oklahoma State,Liberty,1994.34314181862,2005.1966938306223
1,29,San Diego State,Syracuse,2220.3247134637227,1853.2782728974491
1,30,West Virginia,Morehead State,1819.0199011801215,2022.637625004213
1,31,Clemson,Rutgers,1720.9031226338243,1658.1258818033218
1,32,Houston,Cleveland State,2128.47385060343,1777.2013439620139
2,1,Gonzaga,Oklahoma,2269.9399887456057,1678.5095957097078
2,2,UC Santa Barbara,Ohio,2013.053805848874,2015.1167664154225
2,3,Southern California,Kansas,1867.656901369908,2008.3283805978301
2,4,Oregon,Iowa,1911.465070959991,2009.140005725008
2,5,Michigan,St. Bonaventure,2015.7304909659883,2017.6533018140715
2,6,Colorado,UNC Greensboro,2021.9551869290215,1982.3177118742374
2,7,Brigham Young,Abilene Christian,1992.260926722496,2001.0289979306176
2,8,Connecticut,Alabama,1912.056409532616,2078.923423336387
2,9,Baylor,North Carolina,2048.8215149282332,1890.7045688127096
2,10,Winthrop,North Texas,1997.4985597289647,1958.4387501252766
2,11,Utah State,Arkansas,2013.7782730116528,2016.0400238487987
2,12,Florida,Ohio State,1682.2062716000844,1952.7131246893189
2,13,Illinois,Loyola (IL),2232.0782098191244,2106.4844287478445
2,14,Oregon State,Liberty,1980.671183549912,2005.1966938306223
2,15,San Diego State,Morehead State,2220.3247134637227,2022.637625004213
2,16,Clemson,Houston,1720.9031226338243,2128.47385060343
3,1,Gonzaga,Ohio,2269.9399887456057,2015.1167664154225
3,2,Kansas,Iowa,2008.3283805978301,2009.140005725008
3,3,St. Bonaventure,Colorado,2017.6533018140715,2021.9551869290215
3,4,Abilene Christian,Alabama,2001.0289979306176,2078.923423336387
3,5,Baylor,Winthrop,2048.8215149282332,1997.4985597289647
3,6,Arkansas,Ohio State,2016.0400238487987,1952.7131246893189
3,7,Illinois,Liberty,2232.0782098191244,2005.1966938306223
3,8,San Diego State,Houston,2220.3247134637227,2128.47385060343
4,1,Gonzaga,Iowa,2269.9399887456057,2009.140005725008
4,2,Colorado,Alabama,2021.9551869290215,2078.923423336387
4,3,Baylor,Arkansas,2048.8215149282332,2016.0400238487987
4,4,Illinois,San Diego State,2232.0782098191244,2220.3247134637227
5,1,Gonzaga,Alabama,2269.9399887456057,2078.923423336387
5,2,Baylor,Illinois,2048.8215149282332,2232.0782098191244
6,1,Gonzaga,Illinois,2269.9399887456057,2232.0782098191244
7,1,Gonzaga,No Value,2269.9399887456057,No Value
