Round,Game,Team1,Team2,Rating1,Rating2
1,1,Alabama,Texas A&M-Corpus Christi,43.867954534337215,17.036885303928656
1,2,Maryland,West Virginia,35.246301680930976,36.59876693414294
1,3,San Diego State,College of Charleston,35.1143939593272,28.6948817407029
1,4,Virginia,Furman,33.660189159088716,26.099311367734778
1,5,Creighton,NC State,37.800063508262056,32.69072158291159
1,6,Baylor,UC Santa Barbara,38.16397298870128,23.197922557949507
1,7,Missouri,Utah State,32.263950552866014,35.211235058765
1,8,Arizona,Princeton,40.121224974710906,23.034938186330514
1,9,Purdue,Fairleigh Dickinson-Florham,39.51735788898786,-39.616545195505296
1,10,Memphis,Florida Atlantic,35.08332800722361,33.93756847846962
1,11,Duke,Oral Roberts,35.652229313446355,29.804866311563384
1,12,Tennessee,Louisiana,42.01447213761523,24.387560187852042
1,13,Kentucky,Providence,35.30418064702081,32.869319838198855
1,14,Kansas State,Montana State,36.39418510471827,22.900512107004207
1,15,Michigan State,Southern California,34.20235255131449,33.79701160462119
1,16,Marquette,Vermont,37.3902457584938,21.072337892069164
1,17,Houston,Northern Kentucky,43.46487197777254,18.83088944038325
1,18,Iowa,Auburn,34.75160415644981,35.00190939811577
1,19,Miami (FL),Drake,32.32651952712168,28.850247902465405
1,20,Indiana,Kent State,35.74692704934775,28.36849643737071
1,21,Iowa State,Pittsburgh,36.59163604646489,30.032609563272665
1,22,Xavier,Kennesaw State,36.511270301882675,20.465144179568394
1,23,Texas A&M,Penn State,34.87580924239315,32.91073952628038
1,24,Texas,Colgate,41.40056129747753,22.732085015378278
1,25,Kansas,Howard,39.89485757726141,15.541821381498268
1,26,Arkansas,Illinois,36.637926174322324,35.53270558530628
1,27,Saint Mary's (CA),Virginia Commonwealth,38.246980103079544,30.24149551963932
1,28,Connecticut,Iona,40.95785346582448,27.79714675506535
1,29,TCU,Arizona State,36.28304434030759,31.187066747968004
1,30,Gonzaga,Grand Canyon,40.835437219924756,25.56632855058938
1,31,Northwestern,Boise State,33.67089630482689,33.02458056235102
1,32,UCLA,UNC Asheville,42.69866691235297,18.54143530266247
2,1,Alabama,West Virginia,43.867954534337215,36.59876693414294
2,2,San Diego State,Virginia,35.1143939593272,33.660189159088716
2,3,Creighton,Baylor,37.800063508262056,38.16397298870128
2,4,Utah State,Arizona,35.211235058765,40.121224974710906
2,5,Purdue,Memphis,39.51735788898786,35.08332800722361
2,6,Duke,Tennessee,35.652229313446355,42.01447213761523
2,7,Kentucky,Kansas State,35.30418064702081,36.39418510471827
2,8,Michigan State,Marquette,34.20235255131449,37.3902457584938
2,9,Houston,Auburn,43.46487197777254,35.00190939811577
2,10,Miami (FL),Indiana,32.32651952712168,35.74692704934775
2,11,Iowa State,Xavier,36.59163604646489,36.511270301882675
2,12,Texas A&M,Texas,34.87580924239315,41.40056129747753
2,13,Kansas,Arkansas,39.89485757726141,36.637926174322324
2,14,Saint Mary's (CA),Connecticut,38.246980103079544,40.95785346582448
2,15,TCU,Gonzaga,36.28304434030759,40.835437219924756
2,16,Northwestern,UCLA,33.67089630482689,42.69866691235297
3,1,Alabama,San Diego State,43.867954534337215,35.1143939593272
3,2,Baylor,Arizona,38.16397298870128,40.121224974710906
3,3,Purdue,Tennessee,39.51735788898786,42.01447213761523
3,4,Kansas State,Marquette,36.39418510471827,37.3902457584938
3,5,Houston,Indiana,43.46487197777254,35.74692704934775
3,6,Iowa State,Texas,36.59163604646489,41.40056129747753
3,7,Kansas,Connecticut,39.89485757726141,40.95785346582448
3,8,Gonzaga,UCLA,40.835437219924756,42.69866691235297
4,1,Alabama,Arizona,43.867954534337215,40.121224974710906
4,2,Tennessee,Marquette,42.01447213761523,37.3902457584938
4,3,Houston,Texas,43.46487197777254,41.40056129747753
4,4,Connecticut,UCLA,40.95785346582448,42.69866691235297
5,1,Alabama,Tennessee,43.867954534337215,42.01447213761523
5,2,Houston,UCLA,43.46487197777254,42.69866691235297
6,1,Alabama,Houston,43.867954534337215,43.46487197777254
7,1,Alabama,No Value,43.867954534337215,No Value
