Round,Game,Team1,Team2,Rating1,Rating2
1,1,Gonzaga,Georgia State,1750.8896573612392,1622.27988860838
1,2,Boise State,Memphis,1728.1921652230553,1659.9139412433642
1,3,Connecticut,New Mexico State,1656.5237201339185,1699.5411746943378
1,4,Arkansas,Vermont,1690.72113680028,1693.9526832650654
1,5,Alabama,Notre Dame,1577.1990612011234,1627.5351086754154
1,6,Texas Tech,Montana State,1674.3740336453911,1690.7845050584601
1,7,Michigan State,Davidson,1613.6101408244954,1687.5540074385551
1,8,Duke,Cal State Fullerton,1707.428525742358,1617.5879816406193
1,9,Baylor,Norfolk State,1705.0931030775205,1637.6998753120897
1,10,North Carolina,Marquette,1660.9073795081188,1584.0641718882553
1,11,Saint Mary's (CA),Indiana,1697.329275023059,1579.2804147460827
1,12,UCLA,Akron,1686.3147669586303,1648.230734078592
1,13,Texas,Virginia Tech,1614.360191491587,1658.325032658969
1,14,Purdue,Yale,1694.0097353868628,1597.1741148001531
1,15,Murray State,San Francisco,1759.8373412635258,1638.877634558633
1,16,Kentucky,Saint Peter's,1705.5465709538933,1602.0342820609476
1,17,Arizona,Wright State,1773.6723070749179,1594.9565035829874
1,18,Seton Hall,TCU,1622.0735833774777,1598.3605357023373
1,19,Houston,UAB,1733.2074075376213,1699.6854137297605
1,20,Illinois,Chattanooga,1655.029984112366,1691.7764516933398
1,21,Colorado State,Michigan,1706.492181119109,1579.06373382576
1,22,Tennessee,Longwood,1741.5935813103365,1691.8280773038778
1,23,Ohio State,Loyola (IL),1575.1004490989735,1674.9074967102295
1,24,Villanova,Delaware,1734.0173219531468,1599.8103995214922
1,25,Kansas,Texas Southern,1739.3946759253004,1560.050470668117
1,26,San Diego State,Creighton,1679.0646697268087,1639.725334637597
1,27,Iowa,Richmond,1692.1870020502104,1645.2725058570609
1,28,Providence,South Dakota State,1698.3690210124537,1740.5157154698463
1,29,Louisiana State,Iowa State,1598.769842188832,1573.123304630859
1,30,Wisconsin,Colgate,1681.033403078757,1644.8255736313477
1,31,Southern California,Miami (FL),1664.4650549170397,1630.2154639717876
1,32,Auburn,Jacksonville State,1704.5755714270117,1604.329525113468
2,1,Gonzaga,Boise State,1750.8896573612392,1728.1921652230553
2,2,New Mexico State,Vermont,1699.5411746943378,1693.9526832650654
2,3,Notre Dame,Montana State,1627.5351086754154,1690.7845050584601
2,4,Davidson,Duke,1687.5540074385551,1707.428525742358
2,5,Baylor,North Carolina,1705.0931030775205,1660.9073795081188
2,6,Saint Mary's (CA),UCLA,1697.329275023059,1686.3147669586303
2,7,Virginia Tech,Purdue,1658.325032658969,1694.0097353868628
2,8,Murray State,Kentucky,1759.8373412635258,1705.5465709538933
2,9,Arizona,Seton Hall,1773.6723070749179,1622.0735833774777
2,10,Houston,Chattanooga,1733.2074075376213,1691.7764516933398
2,11,Colorado State,Tennessee,1706.492181119109,1741.5935813103365
2,12,Loyola (IL),Villanova,1674.9074967102295,1734.0173219531468
2,13,Kansas,San Diego State,1739.3946759253004,1679.0646697268087
2,14,Iowa,South Dakota State,1692.1870020502104,1740.5157154698463
2,15,Louisiana State,Wisconsin,1598.769842188832,1681.033403078757
2,16,Southern California,Auburn,1664.4650549170397,1704.5755714270117
3,1,Gonzaga,New Mexico State,1750.8896573612392,1699.5411746943378
3,2,Montana State,Duke,1690.7845050584601,1707.428525742358
3,3,Baylor,Saint Mary's (CA),1705.0931030775205,1697.329275023059
3,4,Purdue,Murray State,1694.0097353868628,1759.8373412635258
3,5,Arizona,Houston,1773.6723070749179,1733.2074075376213
3,6,Tennessee,Villanova,1741.5935813103365,1734.0173219531468
3,7,Kansas,South Dakota State,1739.3946759253004,1740.5157154698463
3,8,Wisconsin,Auburn,1681.033403078757,1704.5755714270117
4,1,Gonzaga,Duke,1750.8896573612392,1707.428525742358
4,2,Baylor,Murray State,1705.0931030775205,1759.8373412635258
4,3,Arizona,Tennessee,1773.6723070749179,1741.5935813103365
4,4,South Dakota State,Auburn,1740.5157154698463,1704.5755714270117
5,1,Gonzaga,Murray State,1750.8896573612392,1759.8373412635258
5,2,Arizona,South Dakota State,1773.6723070749179,1740.5157154698463
6,1,Murray State,Arizona,1759.8373412635258,1773.6723070749179
7,1,Arizona,No Value,1773.6723070749179,No Value
